3	亲爱的业主:您们好！【都江堰防汛办】预计今、明两日，我区有暴雨天气，降雨时伴有阵性大风、雷电等强对流天气。给大家的工作生活带来了诸多不便，成都万达城万象美物业在做好防御工作的同时，温馨提醒您注意以下事项：一、敬请留意天气预报，外出时请关好门窗，关闭水、电、煤气；二、雷雨天气不宜使用固定电话、手机等通讯工具，请勿上网；三、请将阳台、窗台上的花盆、杂物等物品及时移至室内，避免高空坠物伤人事故的发生；四、检查清理自家阳台、露台地漏进行检查疏通，以防地漏堵塞出现倒返水现象，造成不必要的损失；五、暴风雨可能造成停水、停电，请做好生活用水储存、手电筒、蜡烛等准备；六、下雨天井盖容易被冲开，如果发现路面有漩涡、突泉时要远远绕行；在积水中行走要注意观察路段附近有没有电线断落在积水中，防止触电；七、特别提醒：暴雨天气请教育孩子们不要到水系逗留、玩耍，谨防意外事故的发生；八、如发现室内漏水或雨水倒灌情况，请及时报修。如需帮助，请及致电物业24小时服务热线：028-89708358，028-89708359我们将竭诚为您服务，感谢您一直以来对成都万达城万象美物业的支持和信任，祝您生活愉快！
2	@(^_^) 几楼
1	管家您好，根据26栋邻居反映，在入住不到10户人的情况下，已经出现了多次排污管堵塞倒灌污水的状况，污水倒灌对家具及木地板损坏十分严重。目前我们13栋才入住了不到10户，就有邻居反映管道排水不畅，下水管道爆裂状况！13栋已有部分业主陆陆续续添置家具，业主也不经常在家，如果出现倒灌，损失就很严重了。为了避免26栋倒灌事故的发生，我们13栋申请更换排污管为160管！希望管家将意见呈至上级领导！
2	不是我们小区成立业委会，是对面小区
1	工人素质太差，随地吐痰
2	我入住这个小区快三年了，从来都是得过且过，不去计较什麽物业服务质量
2	据我所知，隔壁小区在成立筹备组
2	19-1-604之前木地板遗留的污渍弄不掉，需要联系下客户
2	充电充不饱和
1	保安睡岗事件，不是一封检讨书就能解决的
1	1栋货梯好像有问题，运行有异响，到了8楼后门也不自动打开，要手动按键才能开，找人检查一下别困人。@陈喜妹
1	冰箱有异响，门关不上，厨房地漏堵了，有没有师傅可以弄的啊？
2	优秀就好了，抢着有人要，可惜我不是[捂脸]
2	保安也看不了那么多，关键是靠自己自觉。
1	昨天凌晨两点有人敲我家门，我不敢开门，报了安保查监控，结果监控器在晚上看不清，安全漏洞如此之大，这要是发生啥事怎么办
0	我们的物业是很负责任的了，我觉得住在小区还是很舒服的，有问题处理得也很及时。为你们点赞
2	[愉快][愉快]
1	我准备去12345上面投诉了感觉还有点用
2	人素质低，难为物业管理
1	那平台杂物就需要清理一次
2	我这两天一直找他们拉活时可热情了干完活就不热情了
1	绿化带的杂物从来没见过清理的
2	@23-2-3-4 我问下，那天是上去看了
0	多请几个这样的好保安
1	保安不帮忙一点都不贴心
1	还有就是车库消防水管地下渗漏的问题，已经波及多个车位潮湿了，地面重来没干过[难过]
1	谁家的电动车，乱放，我车门都打不开[发怒][发怒][发怒]
2	鞋子可以查指纹的
2	请问这些外来车辆的停车费用怎么安排使用的呢？我同事金科的，每年还可以收到停车费的分红
0	保安挺好的，过节时发小礼物，处理问题比较及时。
3	您好，秩序巡查时发现您家窗户未关闭，台风天气请及时关闭窗户[抱拳]
2	@15-1-804CY-梁 可以
1	这都不是一次两次了，都无数次出现问题了。就我自己本人都困了几次。还坠梯了，家人也困过几次了。
2	居委说不用核酸[破涕为笑]
1	这鸟物业，抓紧让他们撤场吧
1	经常看到垃圾随地扔，垃圾水水滴得到处是
3	市卫健委今早（11日）通报：2022年4月10日0—24时，新增本土新冠肺炎确诊病例914例和无症状感染者25173例，其中47例确诊病例为此前无症状感染者转归，564例确诊病例和24230例无症状感染者在隔离管控中发现，其余在相关风险人群排查中发现。新增境外输入性新冠肺炎确诊病例3例，均在闭环管控中发现。2022年4月10日，我区新增21例本土确诊病例、1818例本土无症状感染者。
2	声卡坏了？
3	这台风天雨可太大了
1	污水管道在漏
1	@缤纷翠微湖物业服务中心 8-2电梯麻烦处理一下好大的味道
1	100栋电梯又坏了……还总是有咔咔咔的声音
1	@楼管、陈 39懂4单元门禁损坏了，广告满楼梯都是[破涕为笑]
1	请管理处的人员，出来尽职尽责，做点事情。楼下跳舞的人越来越多，声音也越来越大。虽然不在小区里面，你们管不着，但是你们尽了自己的职责没有？你们报警没有？你们投诉没有？不要每次都指望着业主投诉。
2	咋滴
2	只能使用一次
1	目前街道办牵头，组织成立委员会。以便建设美好盐田。
2	我们至今作的事情，其实都是在法律的框架内维权，包括投诉，诉讼，没什么过激行为，完全是合法维权，没什么怕的
2	@A曙光，56号楼 你要不要养一只
2	物业占我们业主的地吧
1	我们都在等着召开业主大会呢，下一步就要成立业委会了
2	前天刷抖音说他们洗油烟机，如果没人，就开门偷窃[捂脸]
1	物业应该协助业主成立委员会！
1	@恒达物业勋 4座负一楼积水，麻烦处理一下
2	社区已经在疏散排队的了
2	就表扬一下就行
1	高空坠物砸伤人了
1	我赞成成立委员会。
1	是不是出现偷窃现象啊？
1	物业办事的效率在哪里
2	最好找你空调品牌的售后客服
2	小区有维修开关线路的吗？怎么收费
2	很少发出[偷笑]
0	这次小区的中秋活动还是挺好看的
1	不行开业主委员会，不提高物业质量，就换物业
2	我好久没进去过了
2	@28单元 现在噪音还有吗？
1	我投诉报警都没用
1	真开心我们小区成立委员会了
1	@君山物业主任小李 五栋门口那条水沟长期积水，已经成了蚊虫细菌繁殖的地方，严重污染环境，要想办法处理。
1	就是应该加快安监控，虽然大部分人都是有素质的，总有一些没责任心的人朝楼下丢东西，只有用实际行动来阻止高空抛物
2	1.30以后
2	我把牌照告诉你，你跟保安说一声
2	隔壁小区也是有很多油烟
2	那就直接去红旗连锁就可以办
2	他们这么做了不代表这就是对的，不代表我们也同意这么做，别人去跳楼你不能也去吧
2	打扫卫生的叔叔说他拉过去滴[呲牙]
0	你们能想方设法为业主们创造良好的生活环境，业主们真心要感谢你们的良苦用心和辛勤付出！给你们点个大大的赞[强]
0	保洁阿姨很有礼貌，每次碰到都主动打招呼！
2	我明天要上班，我能不能早上出门的时候把地毯放到我家门口，麻烦你们早上过来拿一下喃
2	我听说旁边小区在成立业委会
2	遇到一位好管家，是求之不得，得之不易，小区物业管理的好坏，决定了小区品质，管家才是决定因素。
2	顺丰电话发给你，你也打不了
2	不客气哈，垃圾清理掉了
1	拖把有一股不好闻的味
2	你有时间可以过来拿一下
3	麻烦你有空帮我两个卫生间窗户稍微开一点，台风打过了[抱拳]
2	这个要是被偷盗了你们要负责哟
1	必须要换物业
2	麻烦问一下，谁家有肤乐霜小孩用的。
2	那个人帮我整整下门又没整的？
0	我对管家的工作一直都很满意
0	确实看到你工作认真，服务热情，并且每次去都能看到你热情的笑脸，认真的态度！！！！[强][强][强]
2	刷其它小区都可以的
2	[皱眉][皱眉][皱眉]
2	没修，阶段性的，还是处理一下比较好
2	美女：社区叫网格员到我家看一下、我明天去南京医院、有可能回来、也有可能不回来、你叫网格员到我家看一下、谢谢
2	没有，就是做污水管道的师傅用电钻打孔，怕污水井后期开裂
1	供水系统发生故障了
2	@6-1-2102 三院，中医医院10元
2	一化工厂发生爆炸，16人死亡。
0	@物业主任-奉继斌13616905068?你的办事效率高，赞赞赞赞
1	凤英，20号楼大堂里，苍蝇蚊子撞脸。你上班后跟他们说一声，打打药吧[玫瑰]
1	咱们周六不打扫卫生吗？昨天门口撒了点水，今天变成好多脚印了@客服领班~张文君
2	[笑脸]
1	每个屋都有那个是铁皮的，质量太差了，很薄
1	我每次过御林去都看到垃圾桶旁边堆一堆垃圾，难道物业的人眼睛瞎没看见，我都替物业管理丢脸
0	辛苦您了我的管家，我老家这边事情还得处理些天才能回去，等回去了，我给您送锦旗[爱心][爱心][爱心]
2	我马上安排人协助挪车，群里都跟大家说了，还是有不自觉的[捂脸]
2	甘肃一边坡坍塌导致施工人员及车辆被掩埋的安全事故，造成10人死亡
2	他们二天前就倒完混泥土了
2	中山一工厂发生爆炸，车间被炸毁一片狼藉。
2	[微笑]话说上次你说咋样可以让他们周末不装修来着
2	是要打胶的，一定注意品质哟，家用的要环保
2	希望早早解封都能过个好年[合十][合十][合十]
0	物业就需要那种有能耐的人来管理
2	@2-2-19張泰程鵬Tai 收到，节假日外围车场违停车现象己沟通车场负责人，近期会拿出整改力度。谢谢您的告知，祝您节日快乐！
1	后来的楼道和电梯卫生确实很差
0	感觉小区的这次中秋活动还是蛮精彩的
0	金科金茂的物业是非常优秀的
1	小区谁都能进来本来也比较乱游泳啥的居然还有业主偷拿快递我是没想到的多次偷窃也算的
2	杂草我除
1	这些安全隐患不消除，真的很容易引起火灾的
2	消防通道都堵了，有个急事，救护车🚑，消防车都进不来@别样城罗伟璇
1	请物业及时解决我楼上的群租，半夜扰民的情况，以及你们解决问题的时效性！此类问题不能得到及时解决，从此以后的物业费本人一分不交，没有体现服务的物业没有价值！
0	物业越来越正规了，服务越来越到位
1	小区太大了，车子多，如果充电桩少了，肯定会有人把电瓶提回家充，那样，安全隐患大
2	推演是什么意思啊？
1	管家你好，我这还有一些墙纸破损的问题
2	几点来
2	@公园大道叶洪伶 还是在弄的响
2	顺手的事也是值得表扬的，很多人顺手能完成的他就是没有完成
2	多放些热水冲一冲，天冷，油污会粘在管子的周围。
1	@Sky云朵朵 8栋2单元直达负一楼的电梯有故障，请尽快处理
2	再次，请业委会负责人出来作说明
2	哪位好邻居有相熟悉的开荒保洁人员，推荐一下呗[抱拳][抱拳][抱拳]
1	我们楼里有人在过道拉屎！
2	就不用带卡了吧
0	物业的专业管理提上来了！
2	自己带块姜克，搓搓就按下去，搞定[破涕为笑]
0	我定了两个锦旗想一会给物业送去
1	城中万达小区保洁真的太差了，要多改善改善
1	头都被这个噪音痛的要死
1	保安乱收费也需要规范
1	咱小区的北门太low了……形象太差了。
2	@柳州万达黄海玲 OK
1	18幢2单位靠近01电梯有点污水。让阿姨来处理下。
2	没人要了有人要
1	物业，三栋的电梯坏了一个哈
1	你到了现场的，地上的水渍你也看到的
2	您好，您家有没有那个灭蚊虫的杀虫剂？您先喷一下
0	通过平时的接触，我们的管家的服务态度还是蛮好的
2	有的时候是人家放门外等下楼放分类集分的，一会就给拿走了，那样就烦人[呲牙]
1	趁此机会成立业委会多好，相信这也是本栋楼及附近业主们的共同心声呀
2	去问问筹备组的人吧
0	看好你管家小姐姐。你加油。等疫情过去了，给你安排个锦旗。挺说锦旗能给奖金。
1	这物业都在管理什么？职责是什么？效率是什么？
2	206是啥时候买的车位
1	对保安睡岗事件追责不该停止
1	小区里经常有陌生人员出入，怎么回事?
2	是
1	整体很好，就是卫生注意一下，小区的蚊子很多
1	我们单元的电梯怎么老坠梯，这电梯直接关系到我们大家的生命安全，坚决不能马虎，真出大事故，谁能担责[尴尬]
1	业委会已经成立了，是时候把物业换了
2	你好！刚刚在地库没信号
1	装修管理有安全漏洞，我家装修材料放在自家门口不见了
0	保洁阿姨把电梯都擦的噌亮的！
1	收费不合理，水费收错现象，还有垃圾费。
2	不管哪个岗位都不能脱岗的
1	@泰兴丹霞管家小戴 这个门要倒，很危险
1	除了在维修的电梯B座电梯故障A座也故障5个电梯就3个能用的
0	今天刚下去看到负二整体都干净整洁，也看到经理带头和物业工作人员一起打扫卫生，值得表扬[强]谢谢全体工作人员，您们辛苦了[玫瑰][玫瑰][玫瑰]
2	我就怕晚上被人给偷走了！
0	相当负责的的刘管家[强]
1	抓紧成立业委会
1	高空坠物确实很危险，物业没有直发权，是否可以做一些事情，让责任做到准确的划分。
2	质保期多久啊？
1	我家经历了两次电梯安全事故，每周都例行检查维护的什么，不知道是电梯质量有问题还是维护人员技术太差
2	@物业客服～赵雪妮 麻烦问一下咱们社区电话？
1	4栋打乒乓球的地方光线确实太暗了，麻烦品质提升一下噻，装两盏灯，谢谢！
2	前天我过去，我那边被人拉屎拉尿，他都是灭火，怕事情闹大
1	我们30和31前面，这么多垃圾桶啥意思啊
1	绿化都死了
2	据说是通州三楼一家人电瓶车充电着火，他家人跑了，把4楼的一家5口都烧死了。
2	有这样的邻居，瞬间觉得金城一品也不是那么差评了。
2	您这边装修好了吗，如装修好了，我们这边就安排师傅来给您安装
2	今天三区管家休假，四区管家在代管
0	电梯维护的很好！
3	警察去小区干嘛了呀
0	谢谢管家上门服务
2	送4万物业费
2	你要不
1	成立业委会是好事，可以自己解决问题
2	上次出门证就没用呀
1	灰尘太多
2	下次可以直接进
2	一会我让他们去
1	谁丢的烟头，还在冒烟呢
2	就这个时间，人基本都在家，@物业~谭 是不是麻烦您您每层走访一下么，可能很多人都不知道有这事，花不了多少时间的，平常大家大家都上班的上班，赚钱的赚钱
2	没有帅气的马哥差评
2	帮看故障是不收费的！
2	小区
2	我也不会[撇嘴][撇嘴]
2	屋里家具装修破损谁来承担
1	@c3-1 我门前也漏水一年了，没人管
1	肯定是我们峰度投诉的人少，我们哪里有别人齐心，只有每次在群里抱怨的时候人多
2	确诊患者不转阴还不解除了？
2	鄂F0AA04
2	空调什么时候能来修啊～地暖没有空调没有要冻死了[Broken]
1	门口又被偷窃了
2	不客气应该的
1	有电工师傅吗灯不亮了2-1-1404
1	支持业主们维权！
1	一窝小强
2	@葫芦娃4-902?我不是这个意思我是说其实我们大人努力了，小孩也不会太差[捂脸]
1	对小区没意见对物业的办事效率和办事能力很有意见！
2	22栋地下室门禁也是一直报警的
2	听18幢业主说这次疫情您捐了很多口罩啊真棒[强][强][强]
1	17号楼左手电梯里面的灯坏了
2	我们物业不负责安装这个的[捂脸]
2	@6栋2203放牛娃® 有时间帮我再看看我家厨房的抽油烟机，排烟不是很干净
1	兰姐，5号楼1单元101门口地上有污渍需要擦一下。
2	好吧，我一会拿一个过来
0	保安表现很好啊
0	那个保安好英勇啊
2	现在没有人带头成立委员会
2	按0000叫管理开门就好了
1	大堂有很多污点
2	你这个安保队长挺明白
2	武科大医院吧
1	2栋18D投诉楼上有打钻声音
2	快递不送件上门，差评
1	投诉那个保安，处理事情太死板，我老婆这么好的脾气，今天都忍不住了
2	产证都5月中旬了
1	这样的素质怎么做得了物业啊，这么年轻，又是男的，感觉这种心理让人后怕的。
1	2栋4楼异味严重，反馈管理处无人处理，需要安排人员清理
2	可是有绿化，压枯萎更丑呢
2	我买的东西邮政的，到了西安，派件时打电话说政府要求的中高风险不能派件，只能原路退回。
2	33幢负一层电梯门腐蚀现已贴膜，后续还是会对电梯门进行进一步处理，已经让电梯公司想对策
2	成立业主委员会或者啥都不重要，重要的不想给钱，还要高质量的服务
1	投诉保洁员偷懒、卫生不搞干净
1	怎么这种态度和效率呢[尴尬]
1	开了多次会，我看你们的卫生是越来越差了
1	靓女叫卫生亚姨拖拖31楼的地吧，不叫一个星期都没人拖地，一脚灰尘，2.5一方物业费你怎么收
2	邻居叫我告知，设备房温度过高，设备容易损坏
2	对
2	估计是心理扭曲的变态，有意见可以去找物业提，故意损坏他人物品属于侵权
1	@物业小赵 你好，负2楼停车商业出口，门禁刷卡不能识别车辆，麻烦核实一下门禁是否有故障，谢谢
2	三观都教坏了
2	我今天回老家才想起这个事，担心家里出盗窃事件[捂脸]
1	停一楼车子被偷很正常的不知道掉多少了送牛奶上个楼车子都能掉可以说小偷都定点在楼下
2	估计是找不着了[捂脸]
2	正在加强管理
2	8幢1502
1	都是一些只知道收费不知道干活的废物写的通知吧
2	认真起来吓死人
1	我前面一个车没抬杠，保安没登记问都没问直接就抬杠了，安全问题太严重了，难怪说有人进小区打人，一点都不奇怪
1	小区外面的成立业委会的签字赶紧去签
2	有空帮取下水吧
0	管家的工作效率也是挺快的，电话也有人接。这样就不会让被困人员那么没有安全感了
1	请问这周南门这边安排除草吗？杂草现在太高了，已经影响生活了[抱拳]
2	[呲牙][呲牙]
2	你们可以买点蟑螂药
1	枯死的已移走了
1	又死了一个吗
1	大家能否先成立业委会。很多问题就迎刃而解
1	@平安?你好，刚电梯维保说临时停梯20分钟检查维保一下[抱拳][抱拳]
2	打印机都打到要冒烟了
2	能不能安排一下安保去后面烧烤摊说一下
2	多半是误解
2	隔壁小区环境很不好
2	你好！[握手][握手][握手]
2	@25-7-1聂姐 一起订
1	这电动车每天半夜响，严重影响休息，我刚给你们物业打了电话，说解决不了，没办法，意思是只能忍着呗，让还是问管家看怎么弄，共享电动车本来是方便居民出行，可是却变成无休止的扰民了，我希望三天内能够解决，否则只能投诉了。
2	麻烦找人搬走吧
2	好的谢谢你们了
2	我是在全力给她查，可慢了，16倍速的
1	电梯停运了
2	要是真的被盗损失就惨重了
2	哪有坠梯啊
0	谢谢物业站！谢谢你阳阳物管员，5号楼4楼上的后凉台排水问题，终于解决了，10号楼1单元被干扰了两年的业主们，都表示非常的感谢！给你个满意的五分！[玫瑰][爱心][强][强][强]
1	具体更多的破损程度，要现场才可以看到。
2	都有的
2	明天早上8：00开始地产项目部会对商墅户内增容电缆进行敷设和开关更换，请各商墅业主开门
2	下午安排去哈
2	哥，那个并非故意损坏，轻微的刮痕让我们重新换个门这个确实有点为难
2	亲，绿化师傅找到了吗[破涕为笑]
2	@A101杨生?还要诉讼吗？我还以为赵“律师”打赢官司了呢！效率好高啊！立即得到消陪通路了。
2	[捂脸]
2	就只有这个介面，没有联系方式
2	现在还不能
2	可是她夸我真棒额
